../../habana_kernels/kernels_register.cpp:2582;       hccl; allgather_out;                                      allgather_out(Tensor input_tensor, int64_t comm_id, Tensor(a!) output_tensor) -> Tensor(a!);
../../habana_kernels/kernels_register.cpp:2312;       hpu;  instance_norm_backward;                             instance_norm_backward(Tensor input, Tensor grad_in, Tensor mean, Tensor istd, Tensor gamma) -> (Tensor, Tensor, Tensor);
../../habana_eager/ops/instance_norm.cpp:100;         hpu;  instance_norm_backward;                             instance_norm_backward(Tensor input, Tensor grad_in, Tensor mean, Tensor istd, Tensor? gamma) -> (Tensor, Tensor, Tensor);
../../generated/backend/hpu_op5.cpp:1252;             hpu;  log_normal_;                                        log_normal_(Tensor(a!) self, float mean=1, float std=2, *, Tensor seed) -> Tensor(a!);
../../habana_kernels/kernels_register.cpp:2308;       hpu;  matmul_backward;                                    matmul_backward(Tensor grad_out, Tensor self, Tensor other) -> (Tensor, Tensor);
../../habana_kernels/kernels_register.cpp:2185;       hpu;  mm_t;                                               mm_t(Tensor mm, Tensor t , bool tr, bool no_tr) -> Tensor;
../../habana_kernels/kernels_register.cpp:2183;       hpu;  mul_out;                                            mul_out(Tensor self, Tensor other, Tensor(a!) out) -> Tensor(a!);
../../generated/backend/hpu_op6.cpp:1158;             hpu;  multinomial;                                        multinomial(Tensor self, int num_samples, bool replacement, Tensor seed) -> Tensor;
../../generated/backend/hpu_op6.cpp:1157;             hpu;  multinomial.out;                                    multinomial.out(Tensor self, int num_samples, bool replacement, Tensor seed,  Tensor(a!) out) -> Tensor(a!);
../../generated/backend/hpu_op0.cpp:1089;             hpu;  native_dropout;                                     native_dropout(Tensor input, float p, Tensor? seed) -> (Tensor, Tensor);
../../habana_kernels/kernels_register.cpp:2180;       hpu;  nonzero;                                            nonzero(Tensor self, Tensor? nonzero_input_shape_tensor) -> (Tensor, Tensor);
../../habana_eager/ops/nonzero.cpp:101;               hpu;  nonzero_eager;                                      nonzero_eager(Tensor self) -> (Tensor, Tensor);
../../generated/backend/hpu_op7.cpp:1024;             hpu;  normal.Tensor_Tensor;                               normal.Tensor_Tensor(Tensor mean, Tensor stddev, *, Tensor seed) -> Tensor;
../../generated/backend/hpu_op7.cpp:1022;             hpu;  normal.Tensor_float;                                normal.Tensor_float(Tensor mean, float stddev, *, Tensor seed) -> Tensor;
../../generated/backend/hpu_op7.cpp:1023;             hpu;  normal.float_Tensor;                                normal.float_Tensor(float mean, Tensor stddev, *, Tensor seed) -> Tensor;
../../generated/backend/hpu_op7.cpp:1025;             hpu;  normal.float_float;                                 normal.float_float(float mean, float std, SymInt[] size, Tensor seed, *, ScalarType? dtype=None, Layout? layout=None, Device? device=None, bool? pin_memory=None) -> Tensor;
../../generated/backend/hpu_op7.cpp:1021;             hpu;  normal_;                                            normal_(Tensor(a!) self, float mean=0, float std=1, *, Tensor seed) -> Tensor(a!);
../../habana_kernels/kernels_register.cpp:2222;       hpu;  optimizer_resource_apply_momentum;                  optimizer_resource_apply_momentum(Tensor(a!)[] params_momentum_buf_list, Tensor[] dp_list, float momentum) -> ();
../../habana_kernels/optimizer_kernels.cpp:1036;      hpu;  optimizer_sgd_momentum;                             optimizer_sgd_momentum(Tensor[] gradients, Tensor(a!)[] weights_in, Tensor(b!)[] momentum_in, Tensor epoch_num, Tensor(c!) learning_rate, Tensor mom, float wd, float damp, bool nesterov) -> ();
../../habana_kernels/kernels_register.cpp:2239;       hpu;  permute;                                            permute(Tensor(a) self, int[] dims) -> Tensor(a);
../../habana_kernels/kernels_register.cpp:2240;       hpu;  permute_cl;                                         permute_cl(Tensor(a) self, int[] dims) -> Tensor(a);
../../habana_kernels/kernels_register.cpp:2243;       hpu;  permute_weight;                                     permute_weight(Tensor self, int[] size) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2244;       hpu;  permuted_weight_restride;                           permuted_weight_restride(Tensor self, int[] size) -> (Tensor);
../../generated/backend/hpu_op4.cpp:961;              hpu;  poisson;                                            poisson(Tensor self, Tensor seed) -> Tensor;
../../habana_kernels/kernels_register.cpp:2188;       hpu;  prod_dim_Int;                                       prod_dim_Int(Tensor self, int dim, bool keepdim=False, *, ScalarType? dtype=None) -> Tensor;
../../generated/backend/hpu_op5.cpp:1250;             hpu;  random_;                                            random_(Tensor(a!) self, Tensor seed) -> Tensor(a!);
../../generated/backend/hpu_op5.cpp:1248;             hpu;  random_.from;                                       random_.from(Tensor(a!) self, int from, int? to, Tensor seed) -> Tensor(a!);
../../generated/backend/hpu_op5.cpp:1249;             hpu;  random_.to;                                         random_.to(Tensor(a!) self, int to, Tensor seed) -> Tensor(a!);
../../generated/backend/hpu_op3.cpp:1090;             hpu;  randperm.generator;                                 randperm.generator(SymInt n, Tensor seed, ScalarType? dtype, Layout? layout, Device? device, bool? pin_memory) -> Tensor;
../../generated/backend/hpu_op3.cpp:1091;             hpu;  randperm.generator_out;                             randperm.generator_out(SymInt n, Tensor seed, Tensor(a!) out) -> Tensor(a!);
../../habana_kernels/kernels_register.cpp:2190;       hpu;  randperm_out;                                       randperm_out(int n, Tensor seed, Tensor(a!) out) -> Tensor(a!);
../../habana_kernels/kernels_register.cpp:2192;       hpu;  randperm_out_ds_ht;                                 randperm_out_ds_ht(Tensor ht, Tensor seed, Tensor output) -> Tensor(a!);
../../habana_kernels/kernels_register.cpp:2177;       hpu;  repeat_inlv;                                        repeat_inlv(Tensor input, Tensor repeats, int dim, Tensor out_shape) -> Tensor;
../../habana_kernels/kernels_register.cpp:2178;       hpu;  repeat_inlv_ht;                                     repeat_inlv_ht(Tensor input, Tensor repeats, int dim) -> Tensor;
../../habana_kernels/kernels_register.cpp:2306;       hpu;  reshape;                                            reshape(Tensor self, int[] size) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2242;       hpu;  restride;                                           restride(Tensor(a) self, int[] dims) -> Tensor(a);
../../habana_kernels/kernels_register.cpp:2241;       hpu;  restride_cl;                                        restride_cl(Tensor(a) self, int[] dims) -> Tensor(a);
../../habana_kernels/kernels_register.cpp:2230;       hpu;  roi_align_bwd;                                      roi_align_bwd(Tensor inputs, Tensor rois, Tensor n_rois, Tensor input_shape, int sr, float ss, bool aligned) -> Tensor;
../../habana_kernels/kernels_register.cpp:2228;       hpu;  roi_align_fwd;                                      roi_align_fwd(Tensor inputs, Tensor rois, Tensor n_rois, int out_h, int out_w, int mode, int sr, float ss, bool aligned) -> Tensor;
../../generated/backend/hpu_op8.cpp:1150;             hpu;  rrelu_with_noise;                                   rrelu_with_noise(Tensor self, Tensor noise, Scalar lower, Scalar upper, bool training, Tensor seed) -> Tensor;
../../generated/backend/hpu_op8.cpp:1149;             hpu;  rrelu_with_noise.out;                               rrelu_with_noise.out(Tensor self, Tensor noise, Scalar lower, Scalar upper, bool training, Tensor seed, Tensor(a!) out) -> Tensor(a!);
../../generated/backend/hpu_op8.cpp:1151;             hpu;  rrelu_with_noise_;                                  rrelu_with_noise_(Tensor(a!) self, Tensor noise, Scalar lower, Scalar upper, bool training, Tensor seed) -> Tensor(a!);
../../habana_kernels/kernels_register.cpp:2315;       hpu;  slice;                                              slice(Tensor input, Tensor shape, Tensor step,  Tensor start) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2316;       hpu;  slice_ht;                                           slice_ht(Tensor input, Tensor shape, Tensor host_tensor) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2276;       hpu;  slice_insert;                                       slice_insert(Tensor self, Tensor other, int[] params) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2278;       hpu;  slice_insert_ds;                                    slice_insert_ds(Tensor self, Tensor other, Tensor steps, Tensor start) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2280;       hpu;  slice_insert_ds_ht;                                 slice_insert_ds_ht(Tensor self, Tensor other, Tensor host_tensor) -> (Tensor);
../../habana_eager/ops/copy_from.cpp:444;             hpu;  strided_insert;                                     strided_insert(Tensor self, Tensor other, int[] stride, int offset) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2282;       hpu;  strided_insert;                                     strided_insert(Tensor self, Tensor other, int[] stride, int offset) -> (Tensor);
../../habana_eager/ops/copy_from.cpp:446;             hpu;  strided_insert_;                                    strided_insert_(Tensor(a!) self, Tensor other, int[] stride, int offset) -> (Tensor(a!));
../../habana_kernels/kernels_register.cpp:2284;       hpu;  strided_insert_cl;                                  strided_insert_cl(Tensor self, Tensor other, int[] stride, int offset) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2288;       hpu;  strided_insert_cl_ds;                               strided_insert_cl_ds(Tensor self, Tensor other, Tensor offset) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2286;       hpu;  strided_insert_ds;                                  strided_insert_ds(Tensor self, Tensor other, Tensor offset) -> (Tensor);
../../habana_eager/eager_custom_op_register.cpp:1765; hpu;  strided_insert_orig_ds;                             strided_insert_orig_ds(Tensor self, Tensor other, Tensor stride, Tensor offset) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2298;       hpu;  strided_insert_orig_ds;                             strided_insert_orig_ds(Tensor self, Tensor other, Tensor stride, Tensor offset) -> (Tensor);
../../habana_eager/eager_custom_op_register.cpp:1767; hpu;  strided_insert_orig_ds_h2d;                         strided_insert_orig_ds_h2d(Tensor self, Tensor other, Tensor stride) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2300;       hpu;  strided_insert_orig_ds_h2d;                         strided_insert_orig_ds_h2d(Tensor self, Tensor other, Tensor stride) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2262;       hpu;  strided_view;                                       strided_view(Tensor self, int[] size, int[] stride, int offset) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2266;       hpu;  strided_view_cl;                                    strided_view_cl(Tensor self, int[] size, int[] stride, int offset) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2275;       hpu;  strided_view_cl_ds;                                 strided_view_cl_ds(Tensor self, Tensor size,Tensor offset) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2267;       hpu;  strided_view_ds;                                    strided_view_ds(Tensor self, Tensor size, Tensor offset) -> (Tensor);
../../habana_eager/eager_custom_op_register.cpp:1769; hpu;  strided_view_ds_h2d;                                strided_view_ds_h2d(Tensor self, Tensor size, Tensor stride, Tensor offset) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2269;       hpu;  strided_view_ds_h2d;                                strided_view_ds_h2d(Tensor self, Tensor size, Tensor stride, Tensor offset) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2290;       hpu;  strided_view_orig_ds;                               strided_view_orig_ds(Tensor self, Tensor size, Tensor stride, Tensor offset) -> (Tensor);
../../habana_eager/eager_custom_op_register.cpp:1775; hpu;  strided_view_orig_ds_h2d;                           strided_view_orig_ds_h2d(Tensor self, Tensor size, Tensor stride) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2292;       hpu;  strided_view_orig_ds_h2d;                           strided_view_orig_ds_h2d(Tensor self, Tensor size, Tensor stride) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2264;       hpu;  strided_view_out;                                   strided_view_out(Tensor self, int[] size, int[] stride, int offset) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2271;       hpu;  strided_view_out_ds;                                strided_view_out_ds(Tensor self, Tensor size, Tensor offset) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2273;       hpu;  strided_view_out_ds_h2d;                            strided_view_out_ds_h2d(Tensor self, Tensor size, Tensor stride, Tensor offset) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2294;       hpu;  strided_view_out_orig_ds;                           strided_view_out_orig_ds(Tensor self, Tensor size, Tensor stride, Tensor offset) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2296;       hpu;  strided_view_out_orig_ds_h2d;                       strided_view_out_orig_ds_h2d(Tensor self, Tensor size, Tensor stride) -> (Tensor);
../../generated/backend/hpu_op7.cpp:1020;             hpu;  topk;                                               topk(Tensor self, Tensor k, int dim=-1, bool largest=True, bool sorted=True) -> (Tensor values, Tensor indices);
../../generated/backend/hpu_op6.cpp:1159;             hpu;  topk.values;                                        topk.values(Tensor self, Tensor k, int dim=-1, bool largest=True, bool sorted=True, *, Tensor(a!) values, Tensor(b!) indices) -> (Tensor(a!) values, Tensor(b!) indices);
../../generated/backend/hpu_op5.cpp:1251;             hpu;  uniform_;                                           uniform_(Tensor(a!) self, float from=0, float to=1, *, Tensor seed) -> Tensor(a!);
../../habana_kernels/kernels_register.cpp:2236;       hpu;  unique_dim;                                         unique_dim(Tensor self, int dim, bool sorted=True, bool return_inverse=False, bool return_counts=False) -> (Tensor, Tensor);
../../generated/backend/hpu_op9.cpp:1219;             hpu;  upsample_nearest2d_backward;                        upsample_nearest2d_backward(Tensor grad_output, int[]? output_size, Tensor input_size, float? scale_h=None, float? scale_w=None) -> Tensor;
../../habana_kernels/kernels_register.cpp:2313;       hpu;  view;                                               view(Tensor input, Tensor shape) -> Tensor;
